bchg #3,d0	OK 08 40 00 03
bchg d2,d0	OK 05 40
bchg.b #3,d0	ERR > > > t.asm(3): error: invalid operand size
bchg.b d2,d0	ERR > > > t.asm(3): error: invalid operand size
bchg.w #3,d0	ERR > > > t.asm(3): error: invalid operand size
bchg.w d2,d0	ERR > > > t.asm(3): error: invalid operand size
bchg.l #3,d0	OK 08 40 00 03
bchg.l d2,d0	OK 05 40
bchg #3,a0	ERR > > > t.asm(3):10: error: addressing mode not allowed here
bchg d2,a0	ERR > > > t.asm(3):10: error: addressing mode not allowed here
bchg.b #3,a0	ERR > > > t.asm(3):12: error: addressing mode not allowed here
bchg.b d2,a0	ERR > > > t.asm(3):12: error: addressing mode not allowed here
bchg.w #3,a0	ERR > > > t.asm(3):12: error: addressing mode not allowed here
bchg.w d2,a0	ERR > > > t.asm(3):12: error: addressing mode not allowed here
bchg.l #3,a0	ERR > > > t.asm(3):12: error: addressing mode not allowed here
bchg.l d2,a0	ERR > > > t.asm(3):12: error: addressing mode not allowed here
bchg #3,(a0)	OK 08 50 00 03
bchg d2,(a0)	OK 05 50
bchg.b #3,(a0)	OK 08 50 00 03
bchg.b d2,(a0)	OK 05 50
bchg.w #3,(a0)	ERR > > > t.asm(3): error: invalid operand size
bchg.w d2,(a0)	ERR > > > t.asm(3): error: invalid operand size
bchg.l #3,(a0)	ERR > > > t.asm(3): error: invalid operand size
bchg.l d2,(a0)	ERR > > > t.asm(3): error: invalid operand size
bchg #3,(a0)+	OK 08 58 00 03
bchg d2,(a0)+	OK 05 58
bchg.b #3,(a0)+	OK 08 58 00 03
bchg.b d2,(a0)+	OK 05 58
bchg.w #3,(a0)+	ERR > > > t.asm(3): error: invalid operand size
bchg.w d2,(a0)+	ERR > > > t.asm(3): error: invalid operand size
bchg.l #3,(a0)+	ERR > > > t.asm(3): error: invalid operand size
bchg.l d2,(a0)+	ERR > > > t.asm(3): error: invalid operand size
bchg #3,-(a0)	OK 08 60 00 03
bchg d2,-(a0)	OK 05 60
bchg.b #3,-(a0)	OK 08 60 00 03
bchg.b d2,-(a0)	OK 05 60
bchg.w #3,-(a0)	ERR > > > t.asm(3): error: invalid operand size
bchg.w d2,-(a0)	ERR > > > t.asm(3): error: invalid operand size
bchg.l #3,-(a0)	ERR > > > t.asm(3): error: invalid operand size
bchg.l d2,-(a0)	ERR > > > t.asm(3): error: invalid operand size
bchg #3,(4,a0)	OK 08 68 00 03 00 04
bchg d2,(4,a0)	OK 05 68 00 04
bchg.b #3,(4,a0)	OK 08 68 00 03 00 04
bchg.b d2,(4,a0)	OK 05 68 00 04
bchg.w #3,(4,a0)	ERR > > > t.asm(3): error: invalid operand size
bchg.w d2,(4,a0)	ERR > > > t.asm(3): error: invalid operand size
bchg.l #3,(4,a0)	ERR > > > t.asm(3): error: invalid operand size
bchg.l d2,(4,a0)	ERR > > > t.asm(3): error: invalid operand size
bchg #3,(6,a0,d1.w)	OK 08 70 00 03 10 06
bchg d2,(6,a0,d1.w)	OK 05 70 10 06
bchg.b #3,(6,a0,d1.w)	OK 08 70 00 03 10 06
bchg.b d2,(6,a0,d1.w)	OK 05 70 10 06
bchg.w #3,(6,a0,d1.w)	ERR > > > t.asm(3): error: invalid operand size
bchg.w d2,(6,a0,d1.w)	ERR > > > t.asm(3): error: invalid operand size
bchg.l #3,(6,a0,d1.w)	ERR > > > t.asm(3): error: invalid operand size
bchg.l d2,(6,a0,d1.w)	ERR > > > t.asm(3): error: invalid operand size
bchg #3,($1234).w	OK 08 78 00 03 12 34
bchg d2,($1234).w	OK 05 78 12 34
bchg.b #3,($1234).w	OK 08 78 00 03 12 34
bchg.b d2,($1234).w	OK 05 78 12 34
bchg.w #3,($1234).w	ERR > > > t.asm(3): error: invalid operand size
bchg.w d2,($1234).w	ERR > > > t.asm(3): error: invalid operand size
bchg.l #3,($1234).w	ERR > > > t.asm(3): error: invalid operand size
bchg.l d2,($1234).w	ERR > > > t.asm(3): error: invalid operand size
bchg #3,($12345678).l	OK 08 79 00 03 12 34 56 78
bchg d2,($12345678).l	OK 05 79 12 34 56 78
bchg.b #3,($12345678).l	OK 08 79 00 03 12 34 56 78
bchg.b d2,($12345678).l	OK 05 79 12 34 56 78
bchg.w #3,($12345678).l	ERR > > > t.asm(3): error: invalid operand size
bchg.w d2,($12345678).l	ERR > > > t.asm(3): error: invalid operand size
bchg.l #3,($12345678).l	ERR > > > t.asm(3): error: invalid operand size
bchg.l d2,($12345678).l	ERR > > > t.asm(3): error: invalid operand size
bchg #3,(8,pc)	ERR > > > t.asm(3):10: error: addressing mode not allowed here
bchg d2,(8,pc)	ERR > > > t.asm(3):10: error: addressing mode not allowed here
bchg.b #3,(8,pc)	ERR > > > t.asm(3):12: error: addressing mode not allowed here
bchg.b d2,(8,pc)	ERR > > > t.asm(3):12: error: addressing mode not allowed here
bchg.w #3,(8,pc)	ERR > > > t.asm(3):12: error: addressing mode not allowed here
bchg.w d2,(8,pc)	ERR > > > t.asm(3):12: error: addressing mode not allowed here
bchg.l #3,(8,pc)	ERR > > > t.asm(3):12: error: addressing mode not allowed here
bchg.l d2,(8,pc)	ERR > > > t.asm(3):12: error: addressing mode not allowed here
bchg #3,(4,pc,d0.w)	ERR > > > t.asm(3):10: error: addressing mode not allowed here
bchg d2,(4,pc,d0.w)	ERR > > > t.asm(3):10: error: addressing mode not allowed here
bchg.b #3,(4,pc,d0.w)	ERR > > > t.asm(3):12: error: addressing mode not allowed here
bchg.b d2,(4,pc,d0.w)	ERR > > > t.asm(3):12: error: addressing mode not allowed here
bchg.w #3,(4,pc,d0.w)	ERR > > > t.asm(3):12: error: addressing mode not allowed here
bchg.w d2,(4,pc,d0.w)	ERR > > > t.asm(3):12: error: addressing mode not allowed here
bchg.l #3,(4,pc,d0.w)	ERR > > > t.asm(3):12: error: addressing mode not allowed here
bchg.l d2,(4,pc,d0.w)	ERR > > > t.asm(3):12: error: addressing mode not allowed here
